"Section Time","Engine Speed","MAP","Ignition Angle","Lambda 1","Knock Count Global","IAT","ECT","Knock Cyl 4 Counter","Knock Cyl 3 Counter","Knock Cyl 2 Counter","Knock Cyl 1 Counter","Knock I-Trim Cyl 4","Knock I-Trim Cyl 3","Knock I-Trim Cyl 2","Knock I-Trim Cyl 1","AFR/Lambda Target","TPS (Main)","Knock Cyl 1 Level","Knock Cyl 2 Level","Knock Cyl 3 Level","Knock Cyl 4 Level","MGP","BAP","Batt Voltage","Injector Duty Cycle","Injection Actual PW","Injection Timing","Dwell Time","Knock Threshold","Knock Level Normalised","Knock F-Trim Inj 4","Knock F-Trim Inj 3","Knock F-Trim Inj 2","Knock F-Trim Inj 1","Boost Base DC","Boost - Proportional","Boost - Integral","Boost - Derivative","Boost Target","Lambda Avg","CL Lambda  Fuel  Corr.","CL Lambda LT corr.","CL Lambda Target Error 1","Engine Running Time","WGate DC","Aux 7 Duty","% Ignition Cut","Math Block 1 Output - Lambda without CLL","Math Block 8 Output - Gsum","Accel Fuel","FTrim Cylinder 1","FTrim Cylinder 2","FTrim Cylinder 3","FTrim Cylinder 4","Knock MAP Delta","Knock TPS Delta","TPS Delta","MAP Delta","Engine Fan 1 Output","An Volt 5 - TPS (Main) Source","Fuel Table 1","TPS 2 Delta","Overrun Fuel Cut Status","Oil Temperature","Oil Pressure","Fuel Temperature","Fuel Pressure","Fuel 4D Table","Air per Cylinder Estimated","Estimated Torque","Lambda Target Error","Idle Target Error","Math Block 2 Output - AFR Target Error"
"s","RPM","kPa"," BTDC","AFR","","°C","°C","","","","","","","","","AFR","%","","","","","kPa","kPa","V"," %","ms","BTDC","ms","","","%","%","%","%","%","%DC","%DC","%DC","kPa","AFR","%","%","AFR","s","%","%","%","","","ms","%","%","%","%","kPa/100ms","%/100ms","%/100ms","kPa/100ms","","V","%","%/100ms","","°C","kPa","°C","kPa","%","g/cyl","Nm","AFR","RPM",""

"56.479","6148","100.9","26.5","12.48","0","33.5","88.7","0","0","0","0","0","0","0","0","12.495","100","1.1","0.98","1.06","1.02","-0.5","101.36","13.318","42.4","8.443","334.4","3.477","2.5","0.99","0","0","0","0","0","0","0","0","0","12.613","-0.3","0","-0.029","340","0","0","0","12.443","1.196","0","0","0","0","0","0.7","0.1","0.3","0.7","0","3.535","94.8","0","0","95.5","199.4","33.9","279.2","0","0.463","0","0.015","0","-0.001"
"56.499","6109","100.9","26.6","12.613","0","33.5","88.7","0","0","0","0","0","0","0","0","12.495","100","1.1","1","1.06","1.02","-0.5","101.36","13.318","42.4","8.427","334.4","3.487","2.48","0.99","0","0","0","0","0","0","0","0","0","12.613","-0.3","0","-0.029","340","0","0","0","12.575","1.158","0","0","0","0","0","0.6","-0.5","0.2","0.5","0","3.535","94.7","0","0","95.5","199.4","33.9","278.9","0","0.462","0","-0.118","0","0.008"
"56.519","6143","100.9","26.6","12.671","0","33.5","88.7","0","0","0","0","0","0","0","0","12.495","100","1.1","1","1.06","1.08","-0.5","101.36","13.318","42.5","8.437","334.4","3.491","2.48","0.99","0","0","0","0","0","0","0","0","0","12.613","-0.3","0","-0.029","340","0","0","0","12.633","1.267","0","0","0","0","0","0.4","0.1","0.5","0.4","0","3.535","94.7","0","0","95.5","199.4","33.9","278.2","0","0.462","0","-0.176","0","0.012"
"56.539","6126","100.9","26.6","12.539","0","33.5","88.7","0","0","0","0","0","0","0","0","12.495","100","0.96","1.04","1.12","1.08","-0.5","101.36","13.318","42.4","8.41","334.4","3.49","2.48","1.04","0","0","0","0","0","0","0","0","0","12.539","-0.3","0","-0.029","340","0","0","0","12.501","1.165","0","0","0","0","0","0.3","0.1","-0.4","0.2","0","3.535","94.6","0","0","95.5","200","33.9","279","0","0.462","0","-0.044","0","0.003"
"56.559","6148","100.9","26.6","12.539","0","33.5","88.7","0","0","0","0","0","0","0","0","12.495","100","1.06","1.04","1.12","1.18","-0.5","101.36","13.297","42.4","8.41","334.4","3.494","2.48","0.92","0","0","0","0","0","0","0","0","0","12.539","-0.3","0","-0.029","340","0","0","0","12.501","1.326","0","0","0","0","0","0.1","-0.2","-0.6","0.1","0","3.535","94.6","0","0","95.5","200","33.9","278.7","0","0.462","0","-0.044","0","0.003"
"56.579","6146","100.9","26.6","12.598","0","33.5","88.7","0","0","0","0","0","0","0","0","12.495","100","1.06","1.04","1.12","1.18","-0.5","101.36","13.297","42.4","8.393","334.4","3.503","2.48","0.98","0","0","0","0","0","0","0","0","0","12.539","-0.2","0","-0.029","340","0","0","0","12.573","1.3","0","0","0","0","0","0","-0.2","-0.2","0","0","3.535","94.5","0","0","95.5","200","33.9","279.6","0","0.461","0","-0.103","0","0.007"
"56.599","6141","100.9","26.6","12.51","0","33.5","88.7","0","0","0","0","0","0","0","0","12.495","100","1.08","1.04","1.12","1.18","-0.5","101.36","13.297","42.3","8.401","334.4","3.491","2.48","0.95","0","0","0","0","0","0","0","0","0","12.51","-0.2","0","-0.029","340","0","0","0","12.485","1.147","0","0","0","0","0","0","-0.5","-1.4","-0.1","0","3.535","94.7","0","0","95.5","197","33.9","280.3","0","0.462","0","-0.015","0","0.001"
"56.619","6133","100.9","26.7","12.48","0","33.5","88.7","0","0","0","0","0","0","0","0","12.495","100","1.1","1.14","1.12","1.18","-0.5","101.36","13.297","42.4","8.376","334.4","3.513","2.46","1.14","0","0","0","0","0","0","0","0","0","12.51","-0.2","0","-0.029","340","0","0","0","12.455","1.221","0","0","0","0","0","-0.1","0.5","-1.3","-0.1","0","3.535","94.3","0","0","95.5","197","33.9","280.8","0","0.46","0","0.015","0","-0.001"
"56.639","6179","100.9","26.7","12.524","0","33.5","88.7","0","0","0","0","0","0","0","0","12.495","100","1.1","1.14","1.02","1.18","-0.5","101.36","13.297","42.3","8.368","334.4","3.487","2.44","1.07","0","0","0","0","0","0","0","0","0","12.539","-0.2","0","-0.029","340","0","0","0","12.499","1.151","0","0","0","0","0","-0.1","0.3","-1.6","-0.1","0","3.536","94.4","0","0","95.5","199.1","33.9","282.1","0","0.461","0","-0.029","0","0.002"
"56.659","6157","100.9","26.7","12.539","0","33.4","88.7","0","0","0","0","0","0","0","0","12.495","100","1.1","1.14","1.22","0.98","-0.5","101.36","13.319","42.4","8.377","334.4","3.495","2.46","1.06","0","0","0","0","0","0","0","0","0","12.539","-0.2","0","-0.029","340","0","0","0","12.514","1.274","0","0","0","0","0","-0.1","0.2","-1.7","0","0","3.536","94.3","0","0","95.6","199.1","33.9","282.3","0","0.46","0","-0.044","0","0.003"
"56.679","6139","100.9","26.7","12.583","0","33.4","88.7","0","0","0","0","0","0","0","0","12.495","100","1.1","1.14","1.22","1.12","-0.5","101.36","13.319","42.5","8.311","334.4","3.497","2.46","1","0","0","0","0","0","0","0","0","0","12.598","0","0","-0.118","340","0","0","0","12.583","1.094","0","0","0","0","0","0","0.9","-1.6","0","0","3.537","93.5","0","0","95.6","199.2","33.9","283.7","0","0.456","0","-0.088","0","0.006"
"56.699","6146","100.9","26.7","12.598","0","33.4","88.7","0","0","0","0","0","0","0","0","12.495","100","1.14","1.14","1.22","1.12","-0.5","101.36","13.319","42.6","8.323","334.4","3.501","2.46","1.14","0","0","0","0","0","0","0","0","0","12.598","0","0","-0.118","340","0","0","0","12.598","1.165","0","0","0","0","0","0","-0.4","-1.9","0","0","3.537","93.4","0","0","95.6","199.2","33.9","282.7","0","0.456","0","-0.103","0","0.007"
"56.719","6171","100.9","26.7","12.671","0","33.4","88.7","0","0","0","0","0","0","0","0","12.495","100","1.14","1.02","1.22","1.12","-0.5","101.36","13.319","42.7","8.311","334.4","3.499","2.44","1.01","0","0","0","0","0","0","0","0","0","12.598","0","0","-0.118","340","0","0","0","12.671","1.158","0","0","0","0","0","0","-1.6","-1.6","0","0","3.537","93.1","0","0","95.6","199.2","33.9","282.6","0","0.455","0","-0.176","0","0.012"
"56.739","6151","100.9","26.7","12.539","0","33.4","88.7","0","0","0","0","0","0","0","0","12.495","100","1.14","1.1","1.22","1.12","-0.5","101.36","13.319","42.7","8.337","334.4","3.509","2.46","1.02","0","0","0","0","0","0","0","0","0","12.569","0","0","-0.118","340","0","0","0","12.539","1.012","0","0","0","0","0","0","-1.9","-1.3","0","0","3.537","93.4","0","0","95.6","198.4","33.9","281.7","0","0.456","0","-0.044","0","0.003"
"56.759","6147","100.9","26.7","12.539","0","33.4","88.7","0","0","0","0","0","0","0","0","12.495","100","1.14","1.1","1.08","1.12","-0.5","101.36","13.322","42.8","8.321","334.4","3.498","2.44","1.01","0","0","0","0","0","0","0","0","0","12.569","0","0","-0.118","340","0","0","0","12.539","1.099","0","0","0","0","0","0","-2","-0.1","0","0","3.537","93.1","0","0","95.6","198.4","33.9","280.7","0","0.454","0","-0.044","0","0.003"
"56.779","6127","100.9","26.7","12.569","0","33.4","88.7","0","0","0","0","0","0","0","0","12.495","100","1.14","1.1","1.14","0.96","-0.5","101.36","13.322","42.7","8.299","334.4","3.495","2.44","0.97","0","0","0","0","0","0","0","0","0","12.569","0","0","-0.044","340","0","0","0","12.569","0.936","0","0","0","0","0","-0.1","-2.1","-0.3","-0.1","0","3.537","93","0","0","95.6","198.4","33.9","280.6","0","0.454","0","-0.074","0","0.005"
"56.799","6153","100.9","26.7","12.466","0","33.4","88.8","0","0","0","0","0","0","0","0","12.495","100","0.96","1.1","1.14","1","-0.5","101.34","13.322","42.7","8.298","334.3","3.496","2.44","0.96","0","0","0","0","0","0","0","0","0","12.466","0","0","-0.044","341","0","0","0","12.466","1.111","0","0","0","0","0","-0.1","-1.6","0.6","-0.1","0","3.537","93","0","0","95.6","199.2","33.9","279.2","0","0.454","0","0.029","0","-0.002"
"56.819","6181","100.9","26.7","12.436","0","33.4","88.8","0","0","0","0","0","0","0","0","12.495","100","1.06","1.14","1.14","1","-0.5","101.34","13.322","42.6","8.274","334.3","3.496","2.44","1.07","0","0","0","0","0","0","0","0","0","12.466","0","0","-0.044","341","0","0","0","12.436","1.021","0","0","0","0","0","-0.1","-1.5","0.5","-0.1","0","3.537","93","0","0","95.6","199.2","33.9","280.5","0","0.454","0","0.059","0","-0.004"
"56.839","6138","100.9","26.7","12.451","0","33.4","88.8","0","0","0","0","0","0","0","0","12.495","100","1.06","1.14","1.14","1","-0.5","101.34","13.322","42.6","8.256","334.3","3.49","2.44","1.03","0","0","0","0","0","0","0","0","0","12.422","0","0","-0.044","341","0","0","0","12.451","0.88","0","0","0","0","0","-0.1","-0.2","0.1","-0.1","0","3.539","92.8","0","0","95.6","198.4","33.9","280.2","0","0.453","0","0.044","0","-0.003"
"56.859","6172","100.9","26.7","12.466","0","33.4","88.8","0","0","0","0","0","0","0","0","12.495","100","1.06","1.14","1.14","1","-0.5","101.34","13.329","42.6","8.215","334.3","3.487","2.44","0.87","0","0","0","0","0","0","0","0","0","12.422","0","0","-0.044","341","0","0","0","12.466","1.015","0","0","0","0","0","-0.1","-0.2","0.1","0","0","3.539","92.5","0","0","95.6","198.4","33.9","282.4","0","0.452","0","0.029","0","-0.002"
"56.879","6169","100.9","26.7","12.51","0","33.4","88.8","0","0","0","0","0","0","0","0","12.495","100","1.06","1.14","0.92","1.04","-0.5","101.34","13.329","42.5","8.25","334.3","3.501","2.44","1.01","0","0","0","0","0","0","0","0","0","12.48","0.1","0","-0.015","341","0","0","0","12.522","0.924","0","0","0","0","0","0","0.4","-0.4","0","0","3.537","93","0","0","95.6","200.3","33.9","283.3","0","0.454","0","-0.015","0","0.001"
"56.899","6170","100.9","26.7","12.51","0","33.4","88.8","0","0","0","0","0","0","0","0","12.495","100","1.02","1.1","1.12","1.04","-0.5","101.34","13.329","42.6","8.28","334.3","3.513","2.44","1.12","0","0","0","0","0","0","0","0","0","12.48","0.1","0","-0.015","341","0","0","0","12.522","0.889","0","0","0","0","0","0","0.6","0.5","0","0","3.537","93.2","0","0","95.6","200.3","33.9","283.4","0","0.455","0","-0.015","0","0.001"
"56.919","6184","100.9","26.7","12.598","0","33.4","88.8","0","0","0","0","0","0","0","0","12.495","100","0.98","1.08","1.12","1.08","-0.5","101.34","13.329","42.7","8.29","334.3","3.494","2.44","0.94","0","0","0","0","0","0","0","0","0","12.598","0.1","0","-0.015","341","0","0","0","12.61","0.87","0","0","0","0","0","0","0.2","1","0","0","3.54","93","0","0","95.6","199.1","33.9","281.4","0","0.454","0","-0.103","0","0.007"
"56.939","6143","100.9","26.7","12.539","0","33.5","88.8","0","0","0","0","0","0","0","0","12.495","100","0.92","1.04","1.12","1.08","-0.5","101.34","13.323","42.7","8.288","334.3","3.489","2.44","1.04","0","0","0","0","0","0","0","0","0","12.598","0.1","0","-0.015","341","0","0","0","12.552","0.852","0","0","0","0","0","-0.1","-0.3","0.7","-0.1","0","3.54","93","0","0","95.6","199.1","33.9","280.8","0","0.454","0","-0.044","0","0.003"
"56.959","6176","100.9","26.7","12.48","0","33.5","88.8","0","0","0","0","0","0","0","0","12.495","100","1.1","1.22","1.16","1.08","-0.5","101.34","13.323","42.7","8.308","334.3","3.494","2.46","1.16","0","0","0","0","0","0","0","0","0","12.598","0.1","0","-0.044","341","0","0","0","12.493","0.838","0","0","0","0","0","-0.1","-0.4","1","-0.1","0","3.54","93.2","0","0","95.6","199.1","33.9","278.9","0","0.455","0","0.015","0","-0.001"
"56.979","6147","100.9","26.8","12.598","0","33.5","88.8","0","0","0","0","0","0","0","0","12.495","100","1.1","1.22","1.16","1.08","-0.5","101.34","13.323","42.7","8.247","334.3","3.512","2.44","1.04","0","0","0","0","0","0","0","0","0","12.598","0.1","0","-0.044","341","0","0","0","12.61","1.038","0","0","0","0","0","0","-0.1","1","0","0","3.539","92.7","0","0","95.6","200.4","33.9","278.7","0","0.452","0","-0.103","0","0.007"
"56.999","6174","100.9","26.7","12.701","0","33.5","88.8","0","0","0","0","0","0","0","0","12.495","100","1.1","1.22","1.16","1.14","-0.5","101.34","13.323","42.5","8.239","334.3","3.492","2.44","0.97","0","0","0","0","0","0","0","0","0","12.598","0.1","0","-0.044","341","0","0","0","12.714","1.087","0","0","0","0","0","0","0.6","0.3","0","0","3.539","92.9","0","0","95.6","200.4","33.9","280.4","0","0.454","0","-0.206","0","0.014"
"57.019","6183","100.9","26.7","12.583","0","33.5","88.8","0","0","0","0","0","0","0","0","12.495","100","1.1","1.22","1.16","1.14","-0.5","101.34","13.323","42.6","8.246","334.3","3.501","2.44","0.99","0","0","0","0","0","0","0","0","0","12.598","0.1","0","-0.044","341","0","0","0","12.596","1.512","0","0","0","0","0","0","1.4","0","0","0","3.54","92.9","0","0","95.6","200.6","33.9","281.3","0","0.453","0","-0.088","0","0.006"
"57.039","6177","100.9","26.7","12.554","0","33.4","88.8","0","0","0","0","0","0","0","0","12.495","100","1.1","1.22","1.16","1.14","-0.5","101.34","13.325","42.5","8.251","334.3","3.501","2.44","1.13","0","0","0","0","0","0","0","0","0","12.598","0.1","0","-0.044","341","0","0","0","12.566","1.397","0","0","0","0","0","0","0.6","-0.5","0","0","3.54","93.1","0","0","95.6","200.6","33.9","283.2","0","0.454","0","-0.059","0","0.004"
"57.059","6189","100.9","26.7","12.627","0","33.4","88.8","0","0","0","0","0","0","0","0","12.495","100","1.04","1","0.94","1.14","-0.5","101.34","13.325","42.7","8.273","334.3","3.505","2.44","1.02","0","0","0","0","0","0","0","0","0","12.598","0.3","0","-0.088","341","0","0","0","12.665","1.591","0","0","0","0","0","0","-0.3","-0.9","0","0","3.54","92.9","0","0","95.6","200.6","33.9","282.2","0","0.454","0","-0.132","0","0.009"
"57.079","6169","100.9","26.7","12.627","0","33.4","88.8","0","0","0","0","0","0","0","0","12.495","100","1","1.04","1.14","1.06","-0.5","101.34","13.325","42.7","8.312","334.3","3.506","2.44","1.07","0","0","0","0","0","0","0","0","0","12.627","0.3","0","-0.088","341","0","0","0","12.665","1.369","0","0","0","0","0","0","0.2","0.4","0","0","3.538","93.2","0","0","95.6","200.3","33.9","281.8","0","0.455","0","-0.132","0","0.009"
"57.099","6160","100.9","26.7","12.569","0","33.4","88.8","0","0","0","0","0","0","0","0","12.495","100","0.98","1.04","1.14","1.06","-0.5","101.34","13.325","42.8","8.289","334.3","3.487","2.44","1.06","0","0","0","0","0","0","0","0","0","12.627","0.3","0","-0.088","341","0","0","0","12.606","1.192","0","0","0","0","0","0","-0.7","1.1","0","0","3.538","92.8","0","0","95.6","200.3","33.9","279.4","0","0.453","0","-0.074","0","0.005"
"57.119","6166","100.9","26.7","12.613","0","33.4","88.8","0","0","0","0","0","0","0","0","12.495","100","0.92","1.06","1.14","1.06","-0.5","101.34","13.325","42.8","8.282","334.3","3.504","2.44","1","0","0","0","0","0","0","0","0","0","12.627","0.3","0","-0.088","341","0","0","0","12.65","1.068","0","0","0","0","0","0","-0.1","1.8","0","0","3.539","92.8","0","0","95.6","201.6","33.9","278.9","0","0.453","0","-0.118","0","0.008"
"57.139","6179","100.9","26.7","12.613","0","33.4","88.8","0","0","0","0","0","0","0","0","12.495","100","1.04","1.08","1.14","1.06","-0.5","101.34","13.309","42.6","8.261","334.3","3.497","2.44","0.9","0","0","0","0","0","0","0","0","0","12.627","0.3","0","-0.088","341","0","0","0","12.65","0.876","0","0","0","0","0","0","0.9","1.5","0","0","3.539","93","0","0","95.6","201.6","33.9","279.1","0","0.454","0","-0.118","0","0.008"
"57.159","6186","100.9","26.7","12.583","0","33.4","88.8","0","0","0","0","0","0","0","0","12.495","100","1.08","1.2","1.14","1.08","-0.5","101.34","13.309","42.6","8.236","334.3","3.507","2.44","1.07","0","0","0","0","0","0","0","0","0","12.627","0.4","0","-0.074","341","0","0","0","12.634","0.78","0","0","0","0","0","0","0.6","0.8","0","0","3.539","92.8","0","0","95.6","201.6","33.9","279.9","0","0.453","0","-0.088","0","0.006"
"57.179","6202","100.9","26.7","12.539","0","33.4","88.8","0","0","0","0","0","0","0","0","12.495","100","1.08","1.2","0.96","1.08","-0.5","101.34","13.309","42.5","8.229","334.3","3.517","2.44","0.8","0","0","0","0","0","0","0","0","0","12.539","0.4","0","-0.074","341","0","0","0","12.589","0.607","0","0","0","0","0","0","1.3","0.3","-0.1","0","3.542","92.8","0","0","95.6","199.1","33.9","282","0","0.453","0","-0.044","0","0.003"
"57.199","6186","100.9","26.7","12.539","0","33.4","88.9","0","0","0","0","0","0","0","0","12.495","100","1.08","1.2","1.1","1.08","-0.5","101.35","13.309","42.7","8.277","334.3","3.485","2.44","1.06","0","0","0","0","0","0","0","0","0","12.539","0.4","0","-0.074","341","0","0","0","12.589","0.937","0","0","0","0","0","-0.1","0.9","-0.6","-0.1","0","3.542","93","0","0","95.6","199.1","33.9","281.4","0","0.454","0","-0.044","0","0.003"
"57.219","6212","100.9","26.8","12.451","0","33.4","88.9","0","0","0","0","0","0","0","0","12.495","100","1.08","1.2","1.1","1.08","-0.5","101.35","13.309","42.8","8.267","334.3","3.506","2.44","1","0","0","0","0","0","0","0","0","0","12.436","0.4","0","-0.074","341","0","0","0","12.501","0.938","0","0","0","0","0","0","1.3","0.7","0","0","3.539","92.7","0","0","95.6","199.9","33.9","281.2","0","0.452","0","0.044","0","-0.003"
"57.239","6285","100.9","26.7","12.51","0","33.4","88.9","0","0","0","0","0","0","0","0","12.495","100","1.08","1.18","1.22","1.08","-0.5","101.35","13.304","42.8","8.298","334.3","3.494","2.44","1.17","0","0","0","0","0","0","0","0","0","12.436","0.4","0","-0.074","341","0","0","0","12.56","1.175","0","0","0","0","0","0","0.2","0.2","0","0","3.539","92.9","0","0","95.7","199.9","33.9","278.9","0","0.453","0","-0.015","0","0.001"
"57.259","6305","100.9","26.8","12.495","0","33.4","88.9","0","0","0","0","0","0","0","0","12.495","100","0.86","0.76","1.22","1.18","-0.5","101.35","13.304","42.9","8.269","334.3","3.49","2.44","0.76","0","0","0","0","0","0","0","0","0","12.436","0.5","0","-0.044","341","0","0","0","12.557","1.336","0","0","0","0","0","0","-0.1","0.2","0","0","3.539","92.6","0","0","95.7","199.9","33.9","278.5","0","0.452","0","0","0","0"
"57.279","6281","100.9","26.8","12.583","0","33.4","88.9","0","0","0","0","0","0","0","0","12.495","100","0.94","1.1","1.22","1.18","-0.5","101.35","13.304","42.7","8.236","334.3","3.505","2.42","1.09","0","0","0","0","0","0","0","0","0","12.583","0.5","0","-0.044","341","0","0","0","12.646","1.26","0","0","0","0","0","0","-0.7","-0.8","0","0","3.54","92.5","0","0","95.7","200.7","33.9","279.7","0","0.452","0","-0.088","0","0.006"
"57.299","6303","100.9","26.9","12.524","0","33.4","88.9","0","0","0","0","0","0","0","0","12.495","100","0.98","1.1","1.22","1.18","-0.5","101.35","13.304","42.7","8.25","334.3","3.486","2.4","1.09","0","0","0","0","0","0","0","0","0","12.583","0.5","0","-0.044","341","0","0","0","12.587","1.43","0","0","0","0","0","0","0.7","-1.5","0","0","3.54","92.6","0","0","95.7","200.7","33.9","281.2","0","0.452","0","-0.029","0","0.002"
"57.319","6276","100.9","26.8","12.745","0","33.4","88.9","0","0","0","0","0","0","0","0","12.495","100","1.04","1.2","1.22","1.18","-0.5","101.35","13.304","42.8","8.19","334.3","3.505","2.42","0.96","0","0","0","0","0","0","0","0","0","12.907","0.5","0","-0.044","341","0","0","0","12.809","1.272","0","0","0","0","0","0","0.3","-1.9","0","0","3.54","91.9","0","0","95.7","200.9","33.9","283.3","0","0.449","0","-0.25","0","0.017"
"57.339","6303","100.9","26.9","12.804","0","33.4","88.9","0","0","0","0","0","0","0","0","12.495","100","1.16","1.2","0.98","1.18","-0.5","101.35","13.294","43.1","8.198","334.3","3.49","2.4","1.17","0","0","0","0","0","0","0","0","0","12.907","0.5","0","-0.044","341","0","0","0","12.868","1.233","0","0","0","0","0","0","-0.6","-0.6","0","0","3.54","91.6","0","0","95.7","200.9","33.9","281.7","0","0.447","0","-0.309","0","0.021"
"57.359","6266","100.9","26.9","12.686","0","33.4","88.9","0","0","0","0","0","0","0","0","12.495","100","1.16","1.2","1.02","0.96","-0.5","101.35","13.294","43.1","8.195","334.3","3.498","2.4","0.9","0","0","0","0","0","0","0","0","0","12.907","1.1","0","-0.25","341","0","0","0","12.826","1.089","0","0","0","0","0","0","-1.4","0.7","0","0","3.54","91.5","0","0","95.7","200.9","33.9","280.9","0","0.447","0","-0.191","0","0.013"
"57.379","6286","100.9","26.9","12.466","0","33.4","88.9","0","0","0","0","0","0","0","0","12.495","100","1.16","1.2","1.1","1.06","-0.5","101.35","13.294","43","8.178","334.3","3.483","2.4","1.02","0","0","0","0","0","0","0","0","0","12.466","1.1","0","-0.25","341","0","0","0","12.603","1.029","0","0","0","0","0","0","-1.7","1.5","0","0","3.539","91.5","0","0","95.7","200.6","33.9","279.7","0","0.447","0","0.029","0","-0.002"
"57.399","6297","100.9","26.9","12.51","0","33.4","89","0","0","0","0","0","0","0","0","12.495","100","1.16","1.2","1.1","1.06","-0.4","101.34","13.294","42.8","8.139","334.3","3.489","2.42","1.05","0","0","0","0","0","0","0","0","0","12.466","1.1","0","-0.25","341","0","0","0","12.647","1.088","0","0","0","0","0","0","0.3","0.4","0","0","3.539","91.4","0","0","95.7","200.6","33.9","281","0","0.446","0","-0.015","0","0.001"
"57.419","6264","100.9","26.8","12.671","0","33.4","89","0","0","0","0","0","0","0","0","12.495","100","1.16","1.04","1.1","1.06","-0.4","101.34","13.294","42.7","8.175","334.3","3.5","2.42","1.07","0","0","0","0","0","0","0","0","0","12.657","1.1","0","-0.25","341","0","0","0","12.811","1.05","0","0","0","0","0","0","0.8","-0.2","0","0","3.542","92","0","0","95.7","199.4","33.9","283","0","0.449","0","-0.176","0","0.012"
"57.439","6282","100.9","26.8","12.539","0","33.4","89","0","0","0","0","0","0","0","0","12.495","100","0.92","0.92","1.1","1.06","-0.4","101.34","13.311","42.9","8.186","334.3","3.488","2.42","1.03","0","0","0","0","0","0","0","0","0","12.657","1.1","0","-0.25","341","0","0","0","12.677","1.301","0","0","0","0","0","0","0","-0.3","0","0","3.542","91.8","0","0","95.7","199.4","33.9","283.2","0","0.448","0","-0.044","0","0.003"
"57.459","6253","100.9","26.9","12.51","0","33.4","89","0","0","0","0","0","0","0","0","12.495","100","0.98","0.84","1.26","1.06","-0.4","101.34","13.311","42.9","8.161","334.3","3.514","2.4","1.26","0","0","0","0","0","0","0","0","0","12.657","1.1","0","-0.015","341","0","0","0","12.647","1.344","0","0","0","0","0","0","0.1","0.6","0","0","3.542","91.5","0","0","95.7","199.4","33.9","281.6","0","0.447","0","-0.015","0","0.001"
"57.479","6266","100.9","26.9","12.48","0","33.4","89","0","0","0","0","0","0","0","0","12.495","100","1.08","1.06","1.26","1.06","-0.4","101.34","13.311","43","8.184","334.3","3.496","2.4","0.97","0","0","0","0","0","0","0","0","0","12.48","1.1","0","-0.015","341","0","0","0","12.618","1.409","0","0","0","0","0","0","-0.6","0.4","0","0","3.54","91.6","0","0","95.7","200.8","33.9","278.6","0","0.447","0","0.015","0","-0.001"
"57.499","6246","100.9","26.8","12.642","0","33.4","89","0","0","0","0","0","0","0","0","12.495","100","1.08","1.06","1.26","1.04","-0.4","101.34","13.311","42.8","8.161","334.3","3.515","2.42","1.01","0","0","0","0","0","0","0","0","0","12.48","1.1","0","-0.015","341","0","0","0","12.781","1.146","0","0","0","0","0","0","1.2","-0.1","0","0","3.54","91.8","0","0","95.7","200.8","33.9","279.9","0","0.448","0","-0.147","0","0.01"
"57.519","6278","100.9","26.8","12.671","0","33.4","89","0","0","0","0","0","0","0","0","12.495","100","1.08","1.06","1.26","1","-0.4","101.34","13.311","42.7","8.146","334.3","3.502","2.42","1.02","0","0","0","0","0","0","0","0","0","12.701","1.1","0","-0.015","341","0","0","0","12.811","1.036","0","0","0","0","0","0.1","-0.1","-1","0.1","0","3.541","91.7","0","0","95.7","201.4","33.9","281.4","0","0.447","0","-0.176","0","0.012"
"57.539","6264","100.9","26.8","12.524","0","33.4","89","0","0","0","0","0","0","0","0","12.495","100","1.2","1.06","1.26","1.08","-0.4","101.34","13.309","42.7","8.183","334.3","3.506","2.42","1.04","0","0","0","0","0","0","0","0","0","12.701","1.1","0","-0.015","341","0","0","0","12.662","1.075","0","0","0","0","0","0","0.5","-0.3","0","0","3.541","92","0","0","95.7","201.4","33.9","283.3","0","0.449","0","-0.029","0","0.002"
"57.559","6264","100.9","26.8","12.451","0","33.4","89","0","0","0","0","0","0","0","0","12.495","100","1.2","1.06","0.98","1.08","-0.4","101.34","13.309","42.9","8.216","334.3","3.502","2.42","0.9","0","0","0","0","0","0","0","0","0","12.701","1.1","0","0","341","0","0","0","12.588","1.013","0","0","0","0","0","0","-0.2","0.2","0","0","3.541","92","0","0","95.7","201.4","33.9","280.6","0","0.449","0","0.044","0","-0.003"
"57.579","6274","100.9","26.8","12.495","0","33.4","89","0","0","0","0","0","0","0","0","12.495","100","1.2","1.16","0.96","1.08","-0.4","101.34","13.309","43","8.222","334.3","3.508","2.42","1.02","0","0","0","0","0","0","0","0","0","12.495","1.1","0","0","341","0","0","0","12.632","1.273","0","0","0","0","0","0","-0.8","1.1","0","0","3.539","91.9","0","0","95.7","200.6","33.9","278.7","0","0.449","0","0","0","0"
"57.599","6269","100.9","26.8","12.451","0","33.4","89","0","0","0","0","0","0","0","0","12.495","100","1.2","1.16","1.02","1.08","-0.4","101.35","13.309","42.8","8.194","334.3","3.503","2.42","0.93","0","0","0","0","0","0","0","0","0","12.495","1.1","0","0","341","0","0","0","12.588","1.229","0","0","0","0","0","0.1","-0.1","1.2","0.1","0","3.539","92","0","0","95.7","200.6","33.9","279.1","0","0.449","0","0.044","0","-0.003"
